,title,MFCCs,views,rating
55,Sour Milk/ Salt Water,"[[-523.05526425 -523.05526425 -523.05526425 ... -523.05526425
  -523.05526425 -523.05526425]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6317,5
56,Leap Year,"[[-585.81204291 -585.81204291 -585.81204291 ... -585.81204291
  -585.81204291 -585.81204291]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",55572,4.9164181
57,The Whiskey Song,"[[-567.05950411 -567.05950411 -567.05950411 ... -567.05950411
  -567.05950411 -567.05950411]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",721,5
58,Trouble With You,"[[-525.76543392 -525.76543392 -525.76543392 ... -525.76543392
  -525.76543392 -525.76543392]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1329,5
59,Straight To Your Head,"[[-529.07224054 -529.07224054 -529.07224054 ... -529.07224054
  -529.07224054 -529.07224054]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1 view,0
60,Inside My Skin,"[[-602.57718474 -602.57718474 -592.63252348 ... -602.57718474
  -602.57718474 -602.57718474]
 [   0.            0.           14.01589792 ...    0.
     0.            0.        ]
 [   0.            0.           13.87273808 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            9.86192376 ...    0.
     0.            0.        ]
 [   0.            0.            9.12012845 ...    0.
     0.            0.        ]
 [   0.            0.            8.35815739 ...    0.
     0.            0.        ]]",540170,4.8045435
61,Like This Train,"[[-518.02432953 -518.02432953 -518.02432953 ... -518.02432953
  -518.02432953 -518.02432953]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",928,4.7777777
62,Ten Feet Tall,"[[-642.26140732 -642.26140732 -628.70817858 ... -642.26140732
  -642.26140732 -642.26140732]
 [   0.            0.           18.85701711 ...    0.
     0.            0.        ]
 [   0.            0.           17.96129148 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            4.79280478 ...    0.
     0.            0.        ]
 [   0.            0.            3.73768549 ...    0.
     0.            0.        ]
 [   0.            0.            2.83095145 ...    0.
     0.            0.        ]]",443120,4.8344369
63,Envy Of Angels,"[[-513.68754196 -513.68754196 -513.68754196 ... -457.91962466
  -474.02239869 -503.01801303]
 [   0.            0.            0.         ...   45.54406878
    39.99369277   14.52571637]
 [   0.            0.            0.         ...   16.80936537
    19.57676908   13.28428164]
 ...
 [   0.            0.            0.         ...    8.45346175
     6.75507273    4.04118428]
 [   0.            0.            0.         ...    6.23532311
     5.60607565    3.19078936]
 [   0.            0.            0.         ...    3.22855471
     2.23279462    2.33983377]]",431,4.3846154
64,She's Been Talking,"[[-552.86230566 -552.86230566 -552.86230566 ... -552.86230566
  -552.86230566 -552.86230566]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",8807,5
65,Another Morning,"[[-5.33946381e+02 -5.05298525e+02 -2.42968053e+02 ... -2.19032338e+02
  -2.46066118e+02 -3.36677503e+02]
 [ 0.00000000e+00  3.69189985e+01  9.93268856e+01 ...  8.06865191e+01
   8.84576232e+01  9.49396049e+01]
 [ 0.00000000e+00  2.74279000e+01  1.17580510e+01 ...  1.55134163e+01
   2.17027791e+01  2.98907160e+01]
 ...
 [ 0.00000000e+00  1.18730455e+00 -7.05326745e+00 ... -3.78353066e+00
  -5.11128835e+00 -1.79229602e+00]
 [ 0.00000000e+00 -1.10274717e-01 -8.65038481e-01 ... -3.30100289e+00
  -5.56613573e+00 -3.54341957e+00]
 [ 0.00000000e+00 -1.56982263e+00 -7.81927462e+00 ... -5.57050212e+00
  -4.02259527e+00 -4.23440947e+00]]",2505,5
66,April,"[[-587.27378454 -587.27378454 -586.06367067 ... -565.05491397
  -578.39152717 -587.27378454]
 [   0.            0.            1.70985521 ...   29.17321496
    12.45580287    0.        ]
 [   0.            0.            1.70534886 ...   25.29864278
    12.1447176     0.        ]
 ...
 [   0.            0.            1.56608944 ...    4.32181985
     5.68169727    0.        ]
 [   0.            0.            1.53687492 ...    4.29970455
     4.90641906    0.        ]
 [   0.            0.            1.50537832 ...    5.87947003
     4.22276153    0.        ]]",6687,4.9166665
67,Crooked Mile,"[[-642.26140732 -642.26140732 -628.70817858 ... -642.26140732
  -642.26140732 -642.26140732]
 [   0.            0.           18.85701711 ...    0.
     0.            0.        ]
 [   0.            0.           17.96129148 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            4.79280478 ...    0.
     0.            0.        ]
 [   0.            0.            3.73768549 ...    0.
     0.            0.        ]
 [   0.            0.            2.83095145 ...    0.
     0.            0.        ]]",443120,4.8344369
68,Come Around,"[[-5.99549469e+02 -5.99549469e+02 -5.99534451e+02 ... -5.99549469e+02
  -5.99549469e+02 -5.99549469e+02]
 [ 0.00000000e+00  0.00000000e+00  2.12374718e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.12326742e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  2.10793433e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.10458515e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.10091902e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",44179,4.9191918
69,A Thing Well Made,"[[-618.94623427 -618.94623427 -600.93346651 ... -618.94623427
  -618.94623427 -618.94623427]
 [   0.            0.           25.21561479 ...    0.
     0.            0.        ]
 [   0.            0.           24.45304325 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            7.90374122 ...    0.
     0.            0.        ]
 [   0.            0.            5.82443143 ...    0.
     0.            0.        ]
 [   0.            0.            3.99211519 ...    0.
     0.            0.        ]]",24198,4.9058824
70,Dominion Road,"[[-642.26140732 -642.26140732 -628.70817858 ... -642.26140732
  -642.26140732 -642.26140732]
 [   0.            0.           18.85701711 ...    0.
     0.            0.        ]
 [   0.            0.           17.96129148 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            4.79280478 ...    0.
     0.            0.        ]
 [   0.            0.            3.73768549 ...    0.
     0.            0.        ]
 [   0.            0.            2.83095145 ...    0.
     0.            0.        ]]",443120,4.8344369
71,Last Year's Shoes,"[[-516.01449801 -516.01449801 -516.01449801 ... -516.01449801
  -516.01449801 -516.01449801]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",555,4.6923075
72,As Close As This,"[[-5.75563441e+02 -5.40325758e+02 -2.31769854e+02 ... -2.19657235e+02
  -3.22414545e+02 -5.73993314e+02]
 [ 0.00000000e+00  4.14603268e+01  1.24317793e+02 ...  6.68764507e+01
   6.72791095e+01  1.83968060e+00]
 [ 0.00000000e+00  2.36091720e+01 -3.59098766e+01 ... -2.02282473e+01
  -1.67209916e+01  1.30584955e+00]
 ...
 [ 0.00000000e+00 -1.52932997e+01 -4.55137969e+00 ...  6.81033697e-01
  -4.42078907e-01 -6.49938922e-01]
 [ 0.00000000e+00 -5.44940852e+00  3.18990303e+00 ... -6.98038896e+00
  -1.17956192e+01 -6.68359592e-01]
 [ 0.00000000e+00  9.89008800e-01 -3.49676991e+00 ... -1.22856192e+00
   2.06432050e+00 -2.61190198e-01]]",5538,5
73,Pulled Along By Love,"[[-481.75628965 -481.75628965 -481.75628965 ... -473.22579381
  -472.69720716 -474.469287  ]
 [   0.            0.            0.         ...   11.94099531
    12.68083546   10.23885335]
 [   0.            0.            0.         ...   11.57912958
    12.29711577   10.04208196]
 ...
 [   0.            0.            0.         ...    4.30496608
     4.80203804    5.52960404]
 [   0.            0.            0.         ...    3.51448082
     3.98977957    4.89073688]
 [   0.            0.            0.         ...    2.86066984
     3.29950051    4.29098894]]",23679,4.8878503
74,Anchor Me,"[[-602.57718474 -602.57718474 -592.63252348 ... -602.57718474
  -602.57718474 -602.57718474]
 [   0.            0.           14.01589792 ...    0.
     0.            0.        ]
 [   0.            0.           13.87273808 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            9.86192376 ...    0.
     0.            0.        ]
 [   0.            0.            9.12012845 ...    0.
     0.            0.        ]
 [   0.            0.            8.35815739 ...    0.
     0.            0.        ]]",540170,4.8045435
75,Wellington,"[[-533.95456552 -533.95456552 -533.95456552 ... -533.95456552
  -533.95456552 -533.95456552]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",16109,4.8415842
76,In My Room,"[[-622.17992851 -622.17992851 -614.83302056 ... -622.17992851
  -622.17992851 -622.17992851]
 [   0.            0.           10.32400712 ...    0.
     0.            0.        ]
 [   0.            0.           10.12752961 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            5.11021004 ...    0.
     0.            0.        ]
 [   0.            0.            4.29829015 ...    0.
     0.            0.        ]
 [   0.            0.            3.50806973 ...    0.
     0.            0.        ]]",28644,4.9172416
77,Baby It's Cold Outside,"[[-644.312596   -637.36288333 -631.46487482 ... -631.81070308
  -632.42093614 -632.64338425]
 [   0.            9.79424872   17.95898141 ...   17.51456101
    16.68148158   16.32086142]
 [   0.            9.69233      17.35408453 ...   17.02680745
    16.28056271   15.78822384]
 ...
 [   0.            6.7817488     8.3589412  ...    7.0919649
     7.54353562    5.82552776]
 [   0.            6.22964861    7.38592399 ...    5.92531707
     6.39681744    4.77753535]
 [   0.            5.65701686    6.42222234 ...    4.90320183
     5.35005572    3.88472292]]",240748,4.7579184
