,title,artist_name
1368,Summer And Sandy,Lesley Gore
1369,Look Of Love,Lesley Gore
1370,I Don't Wanna Be A Loser,Lesley Gore
1371,You're Coming Home,The Jeff Healey Band
1372,House That Love Built,The Jeff Healey Band
1373,Something To Hold On To,The Jeff Healey Band
1374,I Can't Get My Hands On You,The Jeff Healey Band
1375,Full Circle,The Jeff Healey Band
1376,That's What They Say,The Jeff Healey Band
1377,Nice Problem To Have,The Jeff Healey Band
1378,Badge,The Jeff Healey Band
1379,I Hear You Now,Jon & Vangelis
1380,State Of Independence,Jon & Vangelis
1381,The Friends Of Mr. Cairo,Jon & Vangelis
1382,Amazon Stroll,Jackson Conti
1383,Mamaoism,Jackson Conti
1384,Nao Tem Nada Nao,Jackson Conti
1385,Xibaba,Jackson Conti
1386,Sunset at Sujinho,Jackson Conti
1387,Casa Forte,Jackson Conti
1388,Crazy About Your Love,Teddy Pendergrass
1389,Joy (LP Version),Teddy Pendergrass
1390,Through The Falling Rain (Love Story)  (LP Version),Teddy Pendergrass
1391,Life Is A Song Worth Singing,Teddy Pendergrass
1392,Live Interview,Teddy Pendergrass
1393,Turn Off The Lights,Teddy Pendergrass
1394,You And Me For Right Now,Teddy Pendergrass
1395,Be Sure,Teddy Pendergrass
1396,Truly Blessed (LP Version),Teddy Pendergrass
1397,It's Over (LP Version),Teddy Pendergrass
1398,Shaggy Raggied,Jona Lewie
1399,Louise,Jona Lewie
1400,God Bless Whoever Made You,Jona Lewie
1401,The Primal Rhythms of the Bolivian nose flautist,MJ Hibbett & the Validators
1402,The Fair Play Trophy (Again),MJ Hibbett & the Validators
1403,My Time In Exile (2006 Remastered LP Version),Third Eye Blind
1404,Slow Motion (2006 Remastered LP Version),Third Eye Blind
1405,Faster [Explicit Version],Third Eye Blind
1406,Good Man,Third Eye Blind
1407,Thanks A Lot (LP Version),Third Eye Blind
1408,London (LP Version),Third Eye Blind
1409,Narclolepsy (LP Version),Third Eye Blind
1410,What A Feeling,Irene Cara
1411,Temptation,John Waite
1412,How Did I Get By Without You,John Waite
1413,I Guess You're Right (Album Version),The Posies
1414,Sweet Widow,Spin Doctors
1415,Stepped On A Crack,Spin Doctors
1416,Yo Mamas A Pajama,Spin Doctors
1417,Someday All This Will Be Road,Spin Doctors
1418,You've Got To Believe In Something,Spin Doctors
1419,I've Hardly Been,Stephen Malkmus
1420,Loud Cloud Crowd,Stephen Malkmus
1421,It Kills,Stephen Malkmus
1422,Trojan Curfew,Stephen Malkmus
1423,Circle Of One,Oleta Adams
1424,Get Here,Oleta Adams
1425,New York State Of Mind,Oleta Adams
1426,I Just Had To Hear Your Voice,Oleta Adams
1427,When Love Comes To The Rescue,Oleta Adams
1428,We Will Meet Again,Oleta Adams
1429,Love Begins At Home,Oleta Adams
1430,Righteous Night,Des'ree
1431,Love Beautiful,Des'ree
1432,Little Child,Des'ree
1433,God Only Knows,Des'ree
1434,Desperate Fools,Eric Carmen
1435,Hey Deanie,Eric Carmen
1436,Make Me Lose Control,Eric Carmen
1437,Lost In The Shuffle,Eric Carmen
1438,"Sons Of The Stage (7"" Version)",World Of Twist
1439,Lose My Way (Extended Version),World Of Twist
1440,Life And Death,World Of Twist
1441,A Raga Called Pat,John Fahey
1442,Eels,John Fahey
1443,Dance Of The Inhabitants Of The Invisible City Of Bladensburg,John Fahey
1444,Dance Of The Inhabitants Of The Palace Of King Philip Of Spain,John Fahey
1445,Tulip (Aka When You Wore A Tulip And I Wore A Big Red Rose),John Fahey
1446,Sligo River Blues,John Fahey
1447,John Henry,John Fahey
1448,The Singing Bridge Of Memphis_ Tennessee (2006 Digital remaster),John Fahey
1449,Pardon Me,Del Shannon
1450,Do You Want to Dance,Del Shannon
1451,For Your Mind,Robbie Nevil
1452,Still On Fire,Aztec Camera
1453,Backdoor To Heaven,Aztec Camera
1454,The Gentle Kind,Aztec Camera
1455,Get Outta London,Aztec Camera
1456,Stray,Aztec Camera
1457,Somewhere In My Heart,Aztec Camera
1458,Green Tambourine,The Lemon Pipers
1459,Prez Lagarto,El Guincho
1460,Costa Paraiso,El Guincho
1461,Build Your Love On A Strong Foundation,Martha & The Vandellas
1462,Time Changes Things,Martha & The Vandellas
1463,Full Speed Ahead,Martha & The Vandellas
1464,For Once In My Life,Martha & The Vandellas
1465,Let Me Fall In Love With You,Martha & The Vandellas
1466,Candy Man,Martha & The Vandellas
1467,There's Love In This World,Martha & The Vandellas
1468,Coney Island,Martha & The Vandellas
1469,I Can't Understand It,Martha & The Vandellas
1470,Tears On My Pillow,Martha & The Vandellas
1471,There He Is (At My Door),Martha & The Vandellas
1472,Shot Through The Heart,Jennifer Warnes
1473,The Hunter,Jennifer Warnes
1474,Don't Be Afraid Of The Dark,The Robert Cray Band
1475,I Wonder,The Robert Cray Band
1476,I Can't Fail,The Robert Cray Band
1477,Superhuman,Velvet Revolver
1478,Loving The Alien,Velvet Revolver
1479,Fall To Pieces,Velvet Revolver
1480,Big Machine,Velvet Revolver
1481,Slither,Velvet Revolver
1482,Get Out The Door,Velvet Revolver
1483,The Last Fight,Velvet Revolver
1484,She Mine,Velvet Revolver
1485,She Builds Quick Machines,Velvet Revolver
1486,Dirty Little Thing,Velvet Revolver
1487,We Are Not Impartial,The Chap
1488,Uss Wuss,The Chap
1489,Caustion Me,The Chap
1490,The Horse,The Chap
1491,Nevertheless_ The Chap,The Chap
1492,Obviously,The Chap
1493,Maroccan Nights,The Chap
1494,Flowers,New Radicals
1495,I Don't Wanna Die Anymore,New Radicals
1496,Jehovah Made This Whole Joint For You,New Radicals
1497,Maybe You've Been Brainwashed Too,New Radicals
1498,Espinita,Celia Cruz
1499,Usted Abuso,Celia Cruz
1500,Que Le Den Candela,Celia Cruz
1501,Tinseltown In The Rain,The Blue Nile
1502,A Walk Across The Rooftops,The Blue Nile
1503,Let's Go Out Tonight,The Blue Nile
1504,Soul Boy,The Blue Nile
1505,Body And Soul (Album Version),The Blue Nile
1506,You Can Love Yourself,Keb' Mo'
1507,More Than One Way Home,Keb' Mo'
1508,Tell Everybody I Know,Keb' Mo'
1509,Closer,Keb' Mo'
1510,Prosperity Blues,Keb' Mo'
1511,People Got to Be Free,Keb' Mo'
1512,I'm Telling You Now,Keb' Mo'
1513,God Trying To Get Your Attention,Keb' Mo'
1514,Soon As I Get Paid,Keb' Mo'
1515,I See Love,Keb' Mo'
1516,Eileen,Keb' Mo'
1517,The Door,Keb' Mo'
1518,Come On Back,Keb' Mo'
1519,Let Your Love Go,Bread
1520,Could I,Bread
1521,Belonging (LP Version),Bread
1522,The Chosen One (LP Version),Bread
1523,Happy Heart,Freda Payne
1524,Love On Borrowed Time,Freda Payne
1525,Bring The Boys Home,Freda Payne
1526,Uptight (Everything's Alright),Stevie Wonder
1527,Groovy Situation,Gene Chandler
1528,The Big Lie,Gene Chandler
1529,Baby That's Love,Gene Chandler
1530,Man's Temptation,Gene Chandler
1531,Hallelujah,Inner City
1532,Good Life (Buena Vida) (Tommy Onyx's Barcelona Mix),Inner City
1533,Do You Love What You Feel (Duane Bradley Album Mix),Inner City
1534,Praise,Inner City
1535,Let's Go Trippin',Dick Dale
1536,Catamount,Dick Dale
1537,The Greatest Show On Earth,Sonny & Cher
1538,A Cowboy's Work Is Never Done,Sonny & Cher
1539,Ooo Baby Baby,The Miracles
1540,You're So Fine And Sweet,The Miracles
1541,Going To A Go-Go,The Miracles
1542,Ramble On,Train
1543,She's On Fire,Train
1544,Mississippi,Train
1545,Whipping Boy,Train
1546,Get Out,Train
1547,My Private Nation,Train
1548,Counting Airplanes,Train
1549,Breakfast In Bed,Train
1550,If It's Love,Train
1551,Rat,Train
1552,Idaho,Train
1553,Do The Dirt (Album Version),The Meters
1554,People Get Ready - Original,The Meters
1555,Stretch Your Rubber Band - Original,The Meters
1556,Running Fast,The Meters
1557,People Say (Single Version),The Meters
1558,Dry Spell,The Meters
1559,Love The One You're With (Previously Unreleased),The Meters
1560,Easy (Trip) (Album Version),The Meters
1561,Keep On Marching (Album Version),The Meters
1562,Big Chief (Previously Unreleased),The Meters
1563,All I Do Everyday,The Meters
1564,A Mother's Love Arthur Neville,The Meters
1565,Medley: Rockin' Pneumonia/Something You Got/I Know You/Everybody Loves A Lover,The Meters
1566,Jambalaya (On The Bayou),The Meters
1567,Hang 'Em High (Longer Unissued Version),The Meters
1568,He Bite Me,The Meters
1569,Thinking,The Meters
1570,9 'til 5,The Meters
1571,Yeah Your're Right,The Meters
1572,Oh_ Calcutta!,The Meters
1573,Stop That Train,The Meters
1574,My Name Up In Lights,The Meters
1575,Give It What You Can,The Meters
1576,We Got The Kind Of A Love,The Meters
1577,No More Okey Doke,The Meters
1578,Africa (LP Version),The Meters
1579,Just Kissed My Baby (Album Version),The Meters
1580,What 'cha Say,The Meters
1581,It Ain't No Use,The Meters
1582,Love Is For Me,The Meters
1583,Hand Clapping Song,The Meters
1584,Cardova (LP Version),The Meters
1585,Liver Splash,The Meters
1586,All These Things (LP Version),The Meters
1587,Mister Moon (LP Version),The Meters
1588,Christmas Hymn,Amy Grant
1589,Tennessee Christmas,Amy Grant
1590,He Gave Me A New Song,Amy Grant
1591,Wait For The Healing (Live),Amy Grant
1592,Arms Of Love (2010 Version),Amy Grant
1593,Jehovah,Amy Grant
1594,All We Need Is Understanding,Chairmen Of The Board
1595,Saginaw County Line,Chairmen Of The Board
1596,It Was Almost Something,Chairmen Of The Board
1597,I'm On My Way To A Better Place,Chairmen Of The Board
1598,Children Of Today,Chairmen Of The Board
1599,Lunar One,Seventeen Evergreen
1600,Sufferbus,Seventeen Evergreen
1601,Music Is The Wine,Seventeen Evergreen
1602,Lazarus Man (Live),Terry Callier
1603,Look At Me Now,Terry Callier
1604,You Don't Care,Terry Callier
1605,I Been Doin' Alright (Part II) (Everything's Gonna Be Alright) (LP Version),Terry Callier
1606,Holdin' On (To Your Love) (LP Version),Terry Callier
1607,The Hood I Left Behind,Terry Callier
1608,Night Owl Service,Terry Callier
1609,Shorty Didn't Know (Instrumental),Terry Callier
1610,John Lee Hooker,Terry Callier
1611,Can't Catch The Trane,Terry Callier
1612,Holdin' On,Terry Callier
1613,Occasional Rain,Terry Callier
1614,Truth In Tears 2,Terry Callier
1615,Imagine A Nation,Terry Callier
1616,Coyote Moon,Terry Callier
1617,Lazarus Man,Terry Callier
1618,Sierra Leone (Block 16),Terry Callier
1619,Pyramids Of Love (LP Version),Terry Callier
1620,Dreams Of The Everyday Housewife,Glen Campbell
1621,Everytime I Sing A Love Song,Glen Campbell
1622,San Francisco Is A Lonely Town,Glen Campbell
1623,Hard To Be Soft,PAULA COLE
1624,Until I Met You,PAULA COLE
1625,Mississippi  (Album Version),PAULA COLE
1626,Let's Wade In The Water,Marlena Shaw
